"des_plan","anio_apertura_expediente","abandona","convocatoria_acceso","des_acceso","sexo","municipio","anio_nacimiento_interval","1st_model","scholarship","cum_absent_ratio","cum_pass_ratio","nota_admision_def"
"GRADO EN INGENIERÍA CIVIL - TRANSPORTES Y SERVICIOS URBANOS","2010-11","0","JUN","Selectividad","H","VILANOVA I LA GELTRÚ","(1990.0, 1995.0]",0,"S",0.1428571428571428,0.4285714285714285,6.728
"GRADO EN INGENIERÍA CIVIL - TRANSPORTES Y SERVICIOS URBANOS","2010-11","1","JUN","Selectividad","H","PUEBLA DE SANCHO PÉREZ","(1990.0, 1995.0]",1,"S",0.2,0.2,6.02
"GRADO EN INGENIERÍA CIVIL - TRANSPORTES Y SERVICIOS URBANOS","2010-11","0","JUN","Selectividad","H","CÁCERES","(1990.0, 1995.0]",1,"S",0,0.6666666666666666,6.328
"GRADO EN INGENIERÍA CIVIL - TRANSPORTES Y SERVICIOS URBANOS","2010-11","0","JUN","Selectividad","H","CÁCERES","(1990.0, 1995.0]",0,"S",0.1666666666666666,0.6666666666666666,6.684
"GRADO EN INGENIERÍA CIVIL - TRANSPORTES Y SERVICIOS URBANOS","2010-11","1","JUN","Selectividad","H","MADRIGALEJO","(1985.0, 1990.0]",1,"S",0.25,0.375,5.272
"GRADO EN INGENIERÍA CIVIL - TRANSPORTES Y SERVICIOS URBANOS","2010-11","1","JUN","Selectividad","D","BURGUILLOS DEL CERRO","(1990.0, 1995.0]",0,"S",0.8,0,7.55
"GRADO EN INGENIERÍA CIVIL - TRANSPORTES Y SERVICIOS URBANOS","2010-11","1","JUN","Formación Profesional","D","CHIPIONA","(1985.0, 1990.0]",1,"N",0.6,0.1,5.6
"GRADO EN INGENIERÍA CIVIL - TRANSPORTES Y SERVICIOS URBANOS","2010-11","0","JUN","Selectividad","H","CÁCERES","(1985.0, 1990.0]",1,"N",0.2307692307692307,0.1538461538461538,5.47
"GRADO EN INGENIERÍA CIVIL - TRANSPORTES Y SERVICIOS URBANOS","2010-11","1","SEP","Selectividad","H","PLASENCIA","(1990.0, 1995.0]",1,"N",0.5,0.375,5.736
"GRADO EN INGENIERÍA CIVIL - TRANSPORTES Y SERVICIOS URBANOS","2010-11","0","SEP","Selectividad","H","CÁCERES","(1990.0, 1995.0]",1,"N",0.4444444444444444,0.1111111111111111,5.736
"GRADO EN INGENIERÍA CIVIL - TRANSPORTES Y SERVICIOS URBANOS","2009-10","1","SEP","Selectividad","H","JARAÍZ DE LA VERA","(1985.0, 1990.0]",1,"N",0.6666666666666666,0,5.29
"GRADO EN INGENIERÍA CIVIL - TRANSPORTES Y SERVICIOS URBANOS","2009-10","1","JUN","Selectividad","D","TRUJILLO","(1985.0, 1990.0]",1,"N",0.8,0,6.99
"GRADO EN INGENIERÍA CIVIL - TRANSPORTES Y SERVICIOS URBANOS","2011-12","1","JUN","Selectividad","H","CÁCERES","(1990.0, 1995.0]",0,"S",0,1,13.464
"GRADO EN INGENIERÍA CIVIL - TRANSPORTES Y SERVICIOS URBANOS","2011-12","1","JUN","Selectividad","H","CÁCERES","(1990.0, 1995.0]",0,"N",0.1666666666666666,0.8333333333333334,11.276
"GRADO EN INGENIERÍA CIVIL - TRANSPORTES Y SERVICIOS URBANOS","2011-12","1","JUN","Selectividad","D","PLASENCIA","(1990.0, 1995.0]",1,"S",0.2222222222222222,0.3333333333333333,7.246
"GRADO EN INGENIERÍA CIVIL - TRANSPORTES Y SERVICIOS URBANOS","2011-12","1","JUN","Selectividad","H","PIORNAL","(1990.0, 1995.0]",1,"N",0.2857142857142857,0.4285714285714285,6.054
"GRADO EN INGENIERÍA CIVIL - TRANSPORTES Y SERVICIOS URBANOS","2011-12","1","SEP","Selectividad","H","NAVALMORAL DE LA MATA","(1990.0, 1995.0]",1,"N",0.6666666666666666,0.3333333333333333,5.822
"GRADO EN INGENIERÍA CIVIL - TRANSPORTES Y SERVICIOS URBANOS","2011-12","0","SEP","Selectividad","H","MÉRIDA","(1990.0, 1995.0]",1,"S",0.1428571428571428,0.5714285714285714,5.442
"GRADO EN INGENIERÍA CIVIL - TRANSPORTES Y SERVICIOS URBANOS","2011-12","1","SEP","Selectividad","H","CORIA","(1990.0, 1995.0]",1,"S",0.375,0.25,5.624
"GRADO EN INGENIERÍA CIVIL - TRANSPORTES Y SERVICIOS URBANOS","2011-12","1","SEP","Selectividad","D","CAMPANARIO","(1990.0, 1995.0]",1,"N",0.4,0.1,6.228
"GRADO EN INGENIERÍA CIVIL - TRANSPORTES Y SERVICIOS URBANOS","2011-12","1","SEP","Selectividad","H","CAMPANARIO","(1990.0, 1995.0]",1,"S",0.3,0,5.482
"GRADO EN INGENIERÍA CIVIL - TRANSPORTES Y SERVICIOS URBANOS","2011-12","1","SEP","Selectividad","H","BADAJOZ","(1985.0, 1990.0]",1,"N",0.1111111111111111,0.1111111111111111,5.4
"GRADO EN INGENIERÍA CIVIL - TRANSPORTES Y SERVICIOS URBANOS","2010-11","0","JUN","Selectividad","H","VILLANUEVA DE LA SERENA","(1985.0, 1990.0]",1,"N",0.75,0.25,6.83
"GRADO EN INGENIERÍA CIVIL - TRANSPORTES Y SERVICIOS URBANOS","2010-11","0","SEP","Selectividad","H","BADAJOZ","(1985.0, 1990.0]",1,"N",0.5,0.1,5.71
"GRADO EN INGENIERÍA CIVIL - TRANSPORTES Y SERVICIOS URBANOS","2012-13","1","JUN","Selectividad","H","DON BENITO","(1990.0, 1995.0]",0,"S",0.2857142857142857,0.5714285714285714,11.678
"GRADO EN INGENIERÍA CIVIL - TRANSPORTES Y SERVICIOS URBANOS","2012-13","1","JUN","Selectividad","H","ZAHÍNOS","(1990.0, 1995.0]",1,"S",0.5,0.25,6.994
"GRADO EN INGENIERÍA CIVIL - TRANSPORTES Y SERVICIOS URBANOS","2012-13","0","JUN","Selectividad","H","LLERENA","(1990.0, 1995.0]",0,"N",0.7777777777777778,0.1111111111111111,6.542
"GRADO EN INGENIERÍA CIVIL - TRANSPORTES Y SERVICIOS URBANOS","2012-13","1","JUN","Formación Profesional","H","CÁCERES","(1990.0, 1995.0]",1,"S",0.2222222222222222,0.2222222222222222,6.55
"GRADO EN INGENIERÍA CIVIL - TRANSPORTES Y SERVICIOS URBANOS","2012-13","1","JUN","Formación Profesional","H","MONTÁNCHEZ","(1985.0, 1990.0]",1,"S",0.5555555555555556,0.1111111111111111,6.45
"GRADO EN INGENIERÍA CIVIL - TRANSPORTES Y SERVICIOS URBANOS","2012-13","1","JUN","Formación Profesional","H","AZUAGA","(1985.0, 1990.0]",1,"S",0.5555555555555556,0.1111111111111111,5.63
"GRADO EN INGENIERÍA CIVIL - TRANSPORTES Y SERVICIOS URBANOS","2012-13","1","JUN","Selectividad","H","CAÑAMERO","(1990.0, 1995.0]",1,"S",0.2222222222222222,0.1111111111111111,7.004
"GRADO EN INGENIERÍA CIVIL - TRANSPORTES Y SERVICIOS URBANOS","2012-13","1","SEP","Selectividad","H","ZAHÍNOS","(1990.0, 1995.0]",1,"S",0.6,0,8.696
"GRADO EN INGENIERÍA CIVIL - TRANSPORTES Y SERVICIOS URBANOS","2012-13","1","JUN","Selectividad","H","PERALEDA DE LA MATA","(1990.0, 1995.0]",1,"N",0.25,0.25,5.706
"GRADO EN INGENIERÍA CIVIL - TRANSPORTES Y SERVICIOS URBANOS","2013-14","0","JUN","Formación Profesional","D","MÉRIDA","(1990.0, 1995.0]",0,"S",0.2727272727272727,0.1818181818181818,7.88
"GRADO EN INGENIERÍA CIVIL - TRANSPORTES Y SERVICIOS URBANOS","2013-14","1","SEP","Selectividad","H","CÁCERES","(1985.0, 1990.0]",1,"N",0.6666666666666666,0,6.392
"GRADO EN INGENIERÍA CIVIL - TRANSPORTES Y SERVICIOS URBANOS","2013-14","0","JUN","Selectividad","H","ARROYO DE LA LUZ","(1990.0, 1995.0]",0,"N",0.2857142857142857,0.5714285714285714,8.846
"GRADO EN INGENIERÍA CIVIL - TRANSPORTES Y SERVICIOS URBANOS","2013-14","0","SEP","Selectividad","H","CÁCERES","(1985.0, 1990.0]",1,"N",0.6666666666666666,0.1666666666666666,6.49
"GRADO EN INGENIERÍA CIVIL - TRANSPORTES Y SERVICIOS URBANOS","2013-14","1","SEP","Selectividad","H","PONFERRADA","(1980.0, 1985.0]",1,"N",0.4,0.3,6.07
"GRADO EN INGENIERÍA CIVIL - TRANSPORTES Y SERVICIOS URBANOS","2013-14","0","SEP","Selectividad","H","SANTA AMALIA","(1985.0, 1990.0]",1,"N",0.25,0.125,5.376
"GRADO EN INGENIERÍA CIVIL - TRANSPORTES Y SERVICIOS URBANOS","2013-14","1","JUN","Selectividad","H","CÁCERES","(1985.0, 1990.0]",1,"N",1,0,5.61
"GRADO EN INGENIERÍA CIVIL - TRANSPORTES Y SERVICIOS URBANOS","2013-14","1","SEP","Selectividad","H","CÁCERES","(1990.0, 1995.0]",1,"N",1,0,6.47
"GRADO EN INGENIERÍA CIVIL - TRANSPORTES Y SERVICIOS URBANOS","2014-15","1","SEP","Selectividad","H","MÉRIDA","(1985.0, 1990.0]",1,"N",1,0,5.636
"GRADO EN INGENIERÍA CIVIL - TRANSPORTES Y SERVICIOS URBANOS","2014-15","0","JUN","Selectividad","H","MÉRIDA","(1990.0, 1995.0]",1,"N",0.2,0.2,7.019
"GRADO EN INGENIERÍA CIVIL - TRANSPORTES Y SERVICIOS URBANOS","2014-15","1","JUN","Selectividad","H","MONTEHERMOSO","(1995.0, 2000.0]",1,"S",0.25,0.375,7.208
"GRADO EN INGENIERÍA CIVIL - TRANSPORTES Y SERVICIOS URBANOS","2014-15","0","JUN","Formación Profesional","H","CÁCERES","(1985.0, 1990.0]",1,"N",0.2857142857142857,0.4285714285714285,6.44
"GRADO EN INGENIERÍA CIVIL - TRANSPORTES Y SERVICIOS URBANOS","2014-15","0","SEP","Selectividad","H","MEDELLÍN","(1990.0, 1995.0]",1,"N",0.3333333333333333,0,5.422
"GRADO EN INGENIERÍA CIVIL - TRANSPORTES Y SERVICIOS URBANOS","2014-15","1","JUN","Selectividad","D","JEREZ DE LOS CABALLEROS","(1980.0, 1985.0]",1,"N",0.8333333333333334,0,5.96
"GRADO EN INGENIERÍA CIVIL - TRANSPORTES Y SERVICIOS URBANOS","2015-16","0","JUN","Selectividad","D","MÉRIDA","(1995.0, 2000.0]",0,"S",0.3333333333333333,0.3333333333333333,8.75
"GRADO EN INGENIERÍA CIVIL - TRANSPORTES Y SERVICIOS URBANOS","2015-16","1","JUN","Selectividad","H","CÁCERES","(1990.0, 1995.0]",1,"S",0.6,0,5.518
"GRADO EN INGENIERÍA CIVIL - TRANSPORTES Y SERVICIOS URBANOS","2015-16","1","EXT","Selectividad","H","MÉRIDA","(1990.0, 1995.0]",1,"N",0.4444444444444444,0.1111111111111111,5.486
"GRADO EN INGENIERÍA CIVIL - TRANSPORTES Y SERVICIOS URBANOS","2016-17","0","JUN","Selectividad","H","HIGUERA DE LA SERENA","(1980.0, 1985.0]",1,"N",1,0,6.47
"GRADO EN EDIFICACIÓN","2009-10","0","JUN","Selectividad","H","MÉRIDA","(1990.0, 1995.0]",0,"N",0,0.4285714285714285,6.13
"GRADO EN EDIFICACIÓN","2009-10","0","JUN","Selectividad","H","BADAJOZ","(1990.0, 1995.0]",0,"N",0,0.4285714285714285,6.53
"GRADO EN EDIFICACIÓN","2009-10","0","JUN","Selectividad","H","PUEBLA DE LA CALZADA","(1990.0, 1995.0]",0,"N",0.1428571428571428,0.7142857142857143,7.18
"GRADO EN EDIFICACIÓN","2009-10","1","JUN","Selectividad","D","SEVILLA","(1990.0, 1995.0]",1,"S",0,0.4285714285714285,8.23
"GRADO EN EDIFICACIÓN","2010-11","0","JUN","Selectividad","H","CÁCERES","(1990.0, 1995.0]",0,"N",0,0.6666666666666666,6.95
"GRADO EN EDIFICACIÓN","2010-11","1","SEP","Selectividad","H","PLASENCIA","(1990.0, 1995.0]",1,"S",0.6666666666666666,0.1111111111111111,8.47
"GRADO EN EDIFICACIÓN","2010-11","1","SEP","Selectividad","H","VALDELACALZADA","(1985.0, 1990.0]",1,"S",0.7,0.1,5.07
"GRADO EN EDIFICACIÓN","2010-11","1","SEP","Selectividad","H","BADAJOZ","(1990.0, 1995.0]",1,"S",0.8,0,5.43
"GRADO EN EDIFICACIÓN","2010-11","1","SEP","Selectividad","H","CASAR DE CÁCERES","(1990.0, 1995.0]",1,"S",0.5714285714285714,0.4285714285714285,6.444
"GRADO EN EDIFICACIÓN","2010-11","1","SEP","Selectividad","H","CÁCERES","(1990.0, 1995.0]",1,"N",0.4,0.1,6.914
"GRADO EN EDIFICACIÓN","2009-10","1","JUN","Selectividad","H","LOS SANTOS DE MAIMONA","(1985.0, 1990.0]",1,"N",0.6666666666666666,0,5.9
"GRADO EN EDIFICACIÓN","2011-12","1","JUN","Selectividad","H","BADAJOZ","(1990.0, 1995.0]",1,"N",0.6,0,5.318
"GRADO EN EDIFICACIÓN","2011-12","1","JUN","Selectividad","H","ZAHÍNOS","(1990.0, 1995.0]",1,"S",0.7,0,7.472
"GRADO EN EDIFICACIÓN","2011-12","0","JUN","Selectividad","D","MÉRIDA","(1990.0, 1995.0]",1,"S",0,0.5,8.086
"GRADO EN EDIFICACIÓN","2011-12","0","JUN","Formación Profesional","D","TIETAR","(1985.0, 1990.0]",1,"S",0.3,0.3,6.75
"GRADO EN EDIFICACIÓN","2011-12","1","JUN","Selectividad","D","CÁCERES","(1990.0, 1995.0]",1,"N",0.1111111111111111,0.3333333333333333,6.1
"GRADO EN EDIFICACIÓN","2011-12","0","SEP","Selectividad","D","BADAJOZ","(1990.0, 1995.0]",1,"S",0.2222222222222222,0.3333333333333333,6.478
"GRADO EN EDIFICACIÓN","2011-12","0","SEP","Selectividad","H","CASAR DE CÁCERES","(1990.0, 1995.0]",1,"N",0.2,0.3,6.06
"GRADO EN EDIFICACIÓN","2011-12","1","SEP","Selectividad","H","BADAJOZ","(1990.0, 1995.0]",1,"S",0.4,0.1,5.9
"GRADO EN EDIFICACIÓN","2011-12","1","SEP","Selectividad","H","BADAJOZ","(1990.0, 1995.0]",1,"N",1,0,5.46
"GRADO EN EDIFICACIÓN","2011-12","1","SEP","Selectividad","D","ARROYO DE LA LUZ","(1990.0, 1995.0]",1,"S",0.2,0,7.954
"GRADO EN EDIFICACIÓN","2012-13","0","JUN","Selectividad","D","ALBURQUERQUE","(1990.0, 1995.0]",0,"N",0.1428571428571428,0.7142857142857143,9.596
"GRADO EN EDIFICACIÓN","2012-13","1","JUN","Formación Profesional","H","HUELVA","(1985.0, 1990.0]",1,"N",0.6,0.1,7.3
"GRADO EN EDIFICACIÓN","2012-13","0","JUN","Selectividad","D","RIBERA DEL FRESNO","(1990.0, 1995.0]",0,"N",0.2222222222222222,0.2222222222222222,8.628
"GRADO EN EDIFICACIÓN","2012-13","0","JUN","Selectividad","H","TRUJILLO","(1990.0, 1995.0]",0,"S",0,0.375,10.64
"GRADO EN EDIFICACIÓN","2012-13","0","JUN","Selectividad","D","RIBERA DEL FRESNO","(1990.0, 1995.0]",0,"S",0,0.5,7.678
"GRADO EN EDIFICACIÓN","2012-13","1","SEP","Selectividad","H","MÉRIDA","(1990.0, 1995.0]",1,"N",0.1111111111111111,0.1111111111111111,5.792
"GRADO EN EDIFICACIÓN","2012-13","0","JUN","Selectividad","H","SIERRA DE FUENTES","(1990.0, 1995.0]",0,"S",0.1428571428571428,0.4285714285714285,7.106
"GRADO EN EDIFICACIÓN","2012-13","0","JUN","Selectividad","D","NAVALMORAL DE LA MATA","(1990.0, 1995.0]",0,"S",0,0.375,8.064
"GRADO EN EDIFICACIÓN","2012-13","0","JUN","Selectividad","H","VILLAR DEL REY","(1990.0, 1995.0]",1,"S",0.3333333333333333,0.3333333333333333,6.144
"GRADO EN EDIFICACIÓN","2012-13","0","JUN","Selectividad","D","ARROYO DE LA LUZ","(1990.0, 1995.0]",0,"S",0.2857142857142857,0.5714285714285714,8.922
"GRADO EN EDIFICACIÓN","2012-13","1","JUN","Formación Profesional","H","PLASENCIA","(1985.0, 1990.0]",1,"S",0.5,0.0833333333333333,5.75
"GRADO EN EDIFICACIÓN","2012-13","1","JUN","Formación Profesional","H","CORIA","(1985.0, 1990.0]",1,"S",0.3,0.3,7.25
"GRADO EN EDIFICACIÓN","2012-13","1","JUN","Formación Profesional","D","DON BENITO","(1975.0, 1980.0]",1,"N",0.25,0.375,6.3
"GRADO EN EDIFICACIÓN","2012-13","1","JUN","Formación Profesional","D","CÁCERES","(1985.0, 1990.0]",1,"S",0.2727272727272727,0.0909090909090909,5.5
"GRADO EN EDIFICACIÓN","2012-13","0","JUN","Selectividad","D","MADRID","(1990.0, 1995.0]",0,"S",0.25,0.375,6.914
"GRADO EN EDIFICACIÓN","2012-13","1","JUN","Formación Profesional","H","PLASENCIA","(1985.0, 1990.0]",1,"S",0.6363636363636364,0.1818181818181818,7.25
"GRADO EN EDIFICACIÓN","2012-13","1","JUN","Selectividad","D","PLASENCIA","(1990.0, 1995.0]",1,"S",0.4,0.1,5.682
"GRADO EN EDIFICACIÓN","2012-13","1","JUN","Selectividad","D","CÁCERES","(1990.0, 1995.0]",0,"N",0.5555555555555556,0.1111111111111111,6.9
"GRADO EN EDIFICACIÓN","2012-13","1","JUN","Selectividad","H","PLASENCIA","(1990.0, 1995.0]",1,"S",0.5,0,5.642
"GRADO EN EDIFICACIÓN","2012-13","0","JUN","Selectividad","H","CÁCERES","(1990.0, 1995.0]",0,"S",0.2857142857142857,0.5714285714285714,8.46
"GRADO EN EDIFICACIÓN","2012-13","0","JUN","Formación Profesional","H","BADAJOZ","(1985.0, 1990.0]",1,"N",0.4444444444444444,0.2222222222222222,5.18
"GRADO EN EDIFICACIÓN","2012-13","1","JUN","Selectividad","D","VALLE DE LA SERENA","(1990.0, 1995.0]",1,"S",0.2222222222222222,0.2222222222222222,5.564
"GRADO EN EDIFICACIÓN","2012-13","0","JUN","Selectividad","H","BADAJOZ","(1990.0, 1995.0]",0,"S",0.2857142857142857,0.5714285714285714,9.524
"GRADO EN EDIFICACIÓN","2012-13","1","JUN","Formación Profesional","H","CÁCERES","(1985.0, 1990.0]",1,"N",0.7272727272727273,0.0909090909090909,6.38
"GRADO EN EDIFICACIÓN","2012-13","0","JUN","Selectividad","H","GUADALUPE","(1990.0, 1995.0]",0,"S",0.2222222222222222,0.2222222222222222,7.29
"GRADO EN EDIFICACIÓN","2012-13","0","JUN","Selectividad","D","PLASENCIA","(1990.0, 1995.0]",0,"N",0.4,0.3,6.504
"GRADO EN EDIFICACIÓN","2012-13","0","JUN","Formación Profesional","H","CASTUERA","(1985.0, 1990.0]",1,"S",0.2727272727272727,0.3636363636363636,5.5
"GRADO EN EDIFICACIÓN","2012-13","0","JUN","Selectividad","D","MADRID","(1990.0, 1995.0]",1,"N",0.4,0.1,5.671
"GRADO EN EDIFICACIÓN","2012-13","0","SEP","Selectividad","H","CÁCERES","(1990.0, 1995.0]",1,"N",0.3333333333333333,0.2222222222222222,7.086
"GRADO EN EDIFICACIÓN","2012-13","0","SEP","Selectividad","D","CABEZA DEL BUEY","(1990.0, 1995.0]",0,"S",0.4,0.2,7.242
"GRADO EN EDIFICACIÓN","2012-13","1","SEP","Selectividad","H","CÁCERES","(1990.0, 1995.0]",1,"S",0.3333333333333333,0.2222222222222222,6.778
"GRADO EN EDIFICACIÓN","2012-13","0","SEP","Selectividad","H","CABEZA DEL BUEY","(1990.0, 1995.0]",0,"N",0.2222222222222222,0.3333333333333333,5.118
"GRADO EN EDIFICACIÓN","2012-13","1","SEP","Selectividad","D","MONTIJO","(1990.0, 1995.0]",1,"N",0.5,0,7.124
"GRADO EN EDIFICACIÓN","2012-13","0","SEP","Selectividad","D","CAMPANARIO","(1990.0, 1995.0]",1,"N",0.5555555555555556,0.2222222222222222,6.228
"GRADO EN EDIFICACIÓN","2012-13","1","SEP","Selectividad","D","PLASENCIA","(1985.0, 1990.0]",1,"N",0.9,0,6.464
"GRADO EN EDIFICACIÓN","2012-13","1","ENE","Formación Profesional","D","CÁCERES","(1985.0, 1990.0]",1,"N",0.7,0,5.5
"GRADO EN EDIFICACIÓN","2012-13","1","SEP","Formación Profesional","H","CORIA","(1985.0, 1990.0]",1,"N",0.625,0.25,6.42
"GRADO EN EDIFICACIÓN","2012-13","0","SEP","Selectividad","D","MALPARTIDA DE CÁCERES","(1990.0, 1995.0]",1,"S",0.3333333333333333,0.6666666666666666,8.6
"GRADO EN EDIFICACIÓN","2012-13","0","SEP","Selectividad","H","QUINTANA DE LA SERENA","(1990.0, 1995.0]",1,"S",0.2222222222222222,0.4444444444444444,8.348
"GRADO EN EDIFICACIÓN","2012-13","0","SEP","Selectividad","D","CECLAVÍN","(1990.0, 1995.0]",1,"S",0.2222222222222222,0.2222222222222222,8.268
"GRADO EN EDIFICACIÓN","2012-13","1","JUN","Selectividad","D","BERZOCANA","(1990.0, 1995.0]",1,"N",0.3,0.1,6.124
"GRADO EN EDIFICACIÓN","2012-13","1","SEP","Selectividad","H","MÉRIDA","(1990.0, 1995.0]",1,"S",0,0.5,9.986
"GRADO EN EDIFICACIÓN","2012-13","1","JUN","Formación Profesional","D","BARAKALDO","(1985.0, 1990.0]",1,"N",0.25,0.375,6.3
"GRADO EN EDIFICACIÓN","2012-13","0","SEP","Selectividad","H","CORIA","(1990.0, 1995.0]",1,"S",0.375,0.375,6.076
"GRADO EN EDIFICACIÓN","2012-13","1","SEP","Selectividad","H","MÉRIDA","(1990.0, 1995.0]",1,"N",1,0,5.36
"GRADO EN EDIFICACIÓN","2012-13","1","SEP","Selectividad","H","MÉRIDA","(1990.0, 1995.0]",1,"N",0.3,0,5.092
"GRADO EN EDIFICACIÓN","2013-14","0","JUN","Selectividad","D","CÁCERES","(1990.0, 1995.0]",1,"S",0.375,0.375,5.8
"GRADO EN EDIFICACIÓN","2013-14","1","JUN","Selectividad","D","FUENTE DEL MAESTRE","(1990.0, 1995.0]",0,"N",0.4444444444444444,0.1111111111111111,6.204
"GRADO EN EDIFICACIÓN","2013-14","0","JUN","Selectividad","H","ZAFRA","(1990.0, 1995.0]",1,"N",0.2857142857142857,0.4285714285714285,5.724
"GRADO EN EDIFICACIÓN","2013-14","0","JUN","Selectividad","D","BERLANGA","(1990.0, 1995.0]",0,"S",0.2857142857142857,0.4285714285714285,5.976
"GRADO EN EDIFICACIÓN","2013-14","0","JUN","Selectividad","H","MONTERRUBIO DE LA SERENA","(1990.0, 1995.0]",0,"S",0.2222222222222222,0.3333333333333333,8.546
"GRADO EN EDIFICACIÓN","2013-14","0","JUN","Selectividad","D","ACEUCHAL","(1990.0, 1995.0]",0,"N",0,0.4285714285714285,5.34
"GRADO EN EDIFICACIÓN","2013-14","0","JUN","Selectividad","H","JEREZ DE LOS CABALLEROS","(1990.0, 1995.0]",0,"S",0.25,0.375,6.926
"GRADO EN EDIFICACIÓN","2013-14","0","JUN","Selectividad","D","CABEZA DEL BUEY","(1990.0, 1995.0]",0,"S",0.2222222222222222,0.3333333333333333,6.55
"GRADO EN EDIFICACIÓN","2013-14","1","JUN","Selectividad","H","ZALAMEA DE LA SERENA","(1990.0, 1995.0]",1,"S",0.5,0.1,6.808
"GRADO EN EDIFICACIÓN","2013-14","0","JUN","Formación Profesional","H","MÉRIDA","(1990.0, 1995.0]",1,"S",0.2222222222222222,0.2222222222222222,7
"GRADO EN EDIFICACIÓN","2013-14","1","JUN","Formación Profesional","H","CÁCERES","(1985.0, 1990.0]",1,"N",0.1666666666666666,0.6666666666666666,7.77
"GRADO EN EDIFICACIÓN","2013-14","1","JUN","Selectividad","H","DON BENITO","(1990.0, 1995.0]",0,"N",1,0,9.032
"GRADO EN EDIFICACIÓN","2013-14","0","JUN","Selectividad","H","BADAJOZ","(1985.0, 1990.0]",1,"N",0.5555555555555556,0.2222222222222222,5.73
"GRADO EN EDIFICACIÓN","2013-14","0","SEP","Selectividad","D","LAS PALMAS DE GRAN CANARIA","(1990.0, 1995.0]",0,"N",0.5,0.2,5.421
"GRADO EN EDIFICACIÓN","2013-14","1","JUN","Formación Profesional","H","GRANOLLERS","(1990.0, 1995.0]",1,"S",0.7777777777777778,0.1111111111111111,6.23
"GRADO EN EDIFICACIÓN","2013-14","0","JUN","Formación Profesional","H","BADAJOZ","(1990.0, 1995.0]",1,"N",0.25,0.25,5.13
"GRADO EN EDIFICACIÓN","2013-14","1","JUN","Selectividad","H","VILLAFRANCA DE LOS BARROS","(1990.0, 1995.0]",1,"N",0.9,0,5.468
"GRADO EN EDIFICACIÓN","2013-14","0","JUN","Formación Profesional","H","BADAJOZ","(1985.0, 1990.0]",1,"S",0.2,0.4,6.5
"GRADO EN EDIFICACIÓN","2013-14","1","JUN","Formación Profesional","H","CORIA","(1990.0, 1995.0]",1,"N",0.5,0.25,6.54
"GRADO EN EDIFICACIÓN","2013-14","1","JUN","Formación Profesional","H","CASATEJADA","(1990.0, 1995.0]",0,"S",0.5,0,7.77
"GRADO EN EDIFICACIÓN","2013-14","0","JUN","Formación Profesional","H","ZALAMEA DE LA SERENA","(1985.0, 1990.0]",1,"S",0.25,0.375,6.54
"GRADO EN EDIFICACIÓN","2013-14","0","JUN","Selectividad","H","DON BENITO","(1990.0, 1995.0]",0,"S",0,0.4285714285714285,7.782
"GRADO EN EDIFICACIÓN","2013-14","1","JUN","Selectividad","H","CÁCERES","(1990.0, 1995.0]",1,"N",0.5,0.1,8.148
"GRADO EN EDIFICACIÓN","2013-14","1","JUN","Selectividad","H","BADAJOZ","(1990.0, 1995.0]",1,"N",0.8,0,5.382
"GRADO EN EDIFICACIÓN","2013-14","1","SEP","Selectividad","H","MIRANDILLA","(1990.0, 1995.0]",1,"S",1,0,6.86
"GRADO EN EDIFICACIÓN","2013-14","0","JUN","Formación Profesional","H","QUINTANA DE LA SERENA","(1990.0, 1995.0]",1,"S",0.6666666666666666,0.3333333333333333,6.15
"GRADO EN EDIFICACIÓN","2013-14","1","SEP","Selectividad","H","OLIVA DE LA FRONTERA","(1990.0, 1995.0]",1,"S",0.6666666666666666,0.1111111111111111,6.583
"GRADO EN EDIFICACIÓN","2014-15","1","SEP","Formación Profesional","H","MATARÓ","(1990.0, 1995.0]",1,"N",0.2857142857142857,0.1428571428571428,5.77
"GRADO EN EDIFICACIÓN","2014-15","1","JUN","Formación Profesional","H","CORIA","(1990.0, 1995.0]",1,"S",0.6666666666666666,0.1111111111111111,6.82
"GRADO EN EDIFICACIÓN","2014-15","1","JUN","Selectividad","H","BADAJOZ","(1995.0, 2000.0]",0,"S",0.2857142857142857,0.4285714285714285,10.072
"GRADO EN EDIFICACIÓN","2014-15","0","JUN","Selectividad","H","MALPARTIDA DE CÁCERES","(1995.0, 2000.0]",0,"N",0.3333333333333333,0.3333333333333333,6.96
"GRADO EN EDIFICACIÓN","2014-15","1","JUN","Formación Profesional","H","SANTA AMALIA","(1990.0, 1995.0]",1,"N",0.3333333333333333,0.2222222222222222,5.85
"GRADO EN EDIFICACIÓN","2014-15","1","JUN","Selectividad","H","CORIA","(1995.0, 2000.0]",1,"S",0,0.5714285714285714,6.578
"GRADO EN EDIFICACIÓN","2014-15","0","JUN","Selectividad","H","VILLAFRANCA DE LOS BARROS","(1995.0, 2000.0]",0,"N",0,0.7142857142857143,8.458
"GRADO EN EDIFICACIÓN","2014-15","0","JUN","Selectividad","H","CÁCERES","(1995.0, 2000.0]",0,"S",0.4285714285714285,0.5714285714285714,9.522
"GRADO EN EDIFICACIÓN","2014-15","1","JUN","Formación Profesional","H","BADAJOZ","(1990.0, 1995.0]",1,"N",0.3,0.2,6.23
"GRADO EN EDIFICACIÓN","2014-15","1","SEP","Selectividad","D","MÉRIDA","(1990.0, 1995.0]",1,"N",0.5,0.25,5.526
